,username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,tweet_preprocessed,positive_score,negative_score,neutral_score,compound_score,sentiment
2528,SirWalterg,2018-07-18 03:29,0,0,"El secreto para la felicidad está en no odiar a nadie, y no amar a cualquiera... #FelizMartes #LuisMiguelLaSerie #PrimeDay",,,#FelizMartes #LuisMiguelLaSerie #PrimeDay,1019340760813105153,https://twitter.com/SirWalterg/status/1019340760813105153,"el secreto para la felicidad está en odiar nadie, amar cualquiera... #felizmartes #luismiguellaserie #primeday",0.0,0.0,1.0,0.0,neutral
2530,Yaris__omar,2018-07-18 03:29,1,0,Check out this Amazon deal: SanDisk 128 GB micro SD Memory Card for Fire ... by SanDisk https:// amzn.to/2mr9ING via @amazon On sale for $23 #PrimeDay #RAW #ExtremeRules #WorldEmojiDay #AmazonPrimeDay #Amazon #AmazonPrimeDaySale #PrimeDay #PrimeDay2018 #PrizeTopia #Fortnite,,@amazon,#PrimeDay #RAW #ExtremeRules #WorldEmojiDay #AmazonPrimeDay #Amazon #AmazonPrimeDaySale #PrimeDay #PrimeDay2018 #PrizeTopia #Fortnite,1019340756568428545,https://twitter.com/Yaris__omar/status/1019340756568428545,check amazon deal: sandisk gb micro sd memory card fire ... sandisk via @amazon sale $23 #primeday #raw #extremerules #worldemojiday #amazonprimeday #amazon #amazonprimedaysale #primeday #primeday2018 #prizetopia #fortnite,0.058,0.082,0.859,-0.1779,neutral
2531,strategist,2018-07-18 03:29,0,0,"We've written about Petcube's pet camera before — this iteration also dispenses treats, and it's 59 percent off for #PrimeDay https:// nym.ag/2L6fB1D pic.twitter.com/lOkcK9GnIr",,,#PrimeDay,1019340751182946305,https://twitter.com/strategist/status/1019340751182946305,"we've written petcube's pet camera — iteration also dispenses treats, percent #primeday 1d",0.0,0.0,1.0,0.0,neutral
2535,Di3go_Moreno,2018-07-18 03:29,0,1,Aprovechando el #PrimeDay cual señor del hogar surtiendo la despensa... pic.twitter.com/Yjdfz8L94M,,,#PrimeDay,1019340736775454721,https://twitter.com/Di3go_Moreno/status/1019340736775454721,aprovechando el #primeday cual señor del hogar surtiendo la despensa...,0.0,0.0,1.0,0.0,neutral
2537,ahappypassport,2018-07-18 03:29,0,0,The Tile is only $15 now for #AmazonPrimeDay . A small price to pay for peace of mind of lost luggage when traveling. #amazon #primeday #TravelTuesday Check out more Travel Deals here: https:// buff.ly/2mo1Ts0 pic.twitter.com/5k4HuevfHt,,,#AmazonPrimeDay #amazon #primeday #TravelTuesday,1019340733000634374,https://twitter.com/ahappypassport/status/1019340733000634374,tile $15 #amazonprimeday . small price pay peace mind lost luggage traveling. #amazon #primeday #traveltuesday check travel deals here: 0,0.158,0.167,0.676,0.2023,neutral
2538,RoxyResistant,2018-07-18 03:29,0,2,"Wenn man den Echo Plus gewöhnt ist, dann ist der Sound vom Dot echt nicht gut. Der geht zurück und eine Nummer größer kommt dafür. Zehn Minuten vor Ende des #PrimeDay kann man das mal machen. @amazonDE",,@amazonDE,#PrimeDay,1019340723848667136,https://twitter.com/RoxyResistant/status/1019340723848667136,"wenn man den echo plus gewöhnt ist, dann ist der sound vom dot echt nicht gut. der geht zurück und eine nummer größer kommt dafür. zehn minuten vor ende des #primeday kann man das mal machen. @amazonde",0.0,0.0,1.0,0.0,neutral
2542,Tabletop_Deals,2018-07-18 03:28,0,0,DIY Prusa I3 3D Printer Kit - 30% Off for #primeday #ad https:// amzn.to/2JxgURc,,,#primeday #ad,1019340574434963457,https://twitter.com/Tabletop_Deals/status/1019340574434963457,diy prusa i3 printer kit - % #primeday #ad c,0.0,0.0,1.0,0.0,neutral
2543,AuthorArnold,2018-07-18 03:28,0,0,Prime Day is a one-day only global shopping event exclusively for Prime members... https:// amzn.to/2LfsaGT via @amazon #PrimeDay #GoodDeals,,@amazon,#PrimeDay #GoodDeals,1019340562187669505,https://twitter.com/AuthorArnold/status/1019340562187669505,prime day one-day global shopping event exclusively prime members... via @amazon #primeday #gooddeals,0.0,0.0,1.0,0.0,neutral
2544,Rakuten_Intel,2018-07-18 03:28,0,1,"With Amazon’s 4th annual #PrimeDay upon us, we wanted to take a look back at what we’ve seen in years past and speculate on what Prime Day 2018 might hold in store for us. Read the full story on our blog: https:// onslice.co/2uGuiNz pic.twitter.com/K3m410x3bd",,,#PrimeDay,1019340533146140672,https://twitter.com/Rakuten_Intel/status/1019340533146140672,"amazon’s th annual #primeday upon us, wanted take look back we’ve seen years past speculate prime day might hold store us. read full story blog:",0.0,0.0,1.0,0.0,neutral
2546,bettysine,2018-07-18 03:27,0,0,So mane deals I don't even know where to begin #PrimeDay,,,#PrimeDay,1019340389403070465,https://twitter.com/bettysine/status/1019340389403070465,mane deals even know begin #primeday,0.0,0.0,1.0,0.0,neutral
2554,Spangggg,2018-07-18 03:26,0,4,"If you ordered something from Amazon today, I most likely touched it #PrimeDay ⁠ ⁠",,,#PrimeDay,1019340165402198022,https://twitter.com/Spangggg/status/1019340165402198022,"ordered something amazon today, likely touched #primeday ⁠ ⁠",0.175,0.0,0.825,0.1779,neutral
2556,AcerbicAnnie,2018-07-18 03:26,0,1,"My nephew's only two months old but he totally needs this, right? #PrimeDay pic.twitter.com/BmrHUdUrfd",,,#PrimeDay,1019340113745084421,https://twitter.com/AcerbicAnnie/status/1019340113745084421,"nephew's two months old totally needs this, right? #primeday",0.0,0.0,1.0,0.0,neutral
2557,Santiago81997,2018-07-18 03:26,1,2,"Compañeros de @AmazonEnLucha , estamso todos con vosotros! No os desanimeeis, que continuee la lucha, muchaa fuerza y adelantee con todo. Ahora y siempre, viva la lucha de la clase obrera! #HuelgaAmazon #BoicotAmazon #Primeday",,@AmazonEnLucha,#HuelgaAmazon #BoicotAmazon #Primeday,1019340064072052737,https://twitter.com/Santiago81997/status/1019340064072052737,"compañeros de @amazonenlucha , estamso todos con vosotros! os desanimeeis, que continuee la lucha, muchaa fuerza adelantee con todo. ahora siempre, viva la lucha de la clase obrera! #huelgaamazon #boicotamazon #primeday",0.0,0.0,1.0,0.0,neutral
2558,OfficialHIMYM,2018-07-18 03:26,51,623,You know what’s legend...(wait for it) dary? Taking advantage of exclusive #PrimeDay pricing on #HIMYM at @PrimeVideo now: https:// amzn.to/2zTYhHY pic.twitter.com/39khZ8JOHJ,,@PrimeVideo,#PrimeDay #HIMYM,1019340012448432128,https://twitter.com/OfficialHIMYM/status/1019340012448432128,know what’s legend...(wait it) dary? taking advantage exclusive #primeday pricing #himym @primevideo now:,0.241,0.0,0.759,0.3612,neutral
2561,CuriousroyDcom,2018-07-18 03:25,0,0,#Best #Amazon #PrimeDay #Electronics #Deals #2018 #TuesdayMotivation #Tuesday @amazon @AmazonUK @amazonfiretv #tablets #fire8 @Honor_USA @Huawei @HuaweiMobile @nvidia @NVIDIASHIELD @Samsung @SamsungMobile @Sony @SonyElectronics @ToshibaUSA @Acer @SanDisk https:// buff.ly/2L0ZH8o,,@amazon @AmazonUK @amazonfiretv @Honor_USA @Huawei @HuaweiMobile @nvidia @NVIDIASHIELD @Samsung @SamsungMobile @Sony @SonyElectronics @ToshibaUSA @Acer @SanDisk,#Best #Amazon #PrimeDay #Electronics #Deals #2018 #TuesdayMotivation #Tuesday #tablets #fire8,1019339927274819585,https://twitter.com/CuriousroyDcom/status/1019339927274819585,#best #amazon #primeday #electronics #deals #2018 #tuesdaymotivation #tuesday @amazon @amazonuk @amazonfiretv #tablets #fire8 @honor_usa @huawei @huaweimobile @nvidia @nvidiashield @samsung @samsungmobile @sony @sonyelectronics @toshibausa @acer @sandisk,0.0,0.0,1.0,0.0,neutral
2563,Gundisalvo5,2018-07-18 03:25,0,0,"Lo del #PrimeDay de #AmazonEnLucha supongo que significa que pueden moler a palos a los trabajadores en #HuelgaAmazon en el mismo día"" y con toda rapidez... y encima en la misma puerta de su casa (de centro de trabajo). pic.twitter.com/fTN9oKc4EC""",,,#PrimeDay #AmazonEnLucha #HuelgaAmazon,1019339896048246785,https://twitter.com/Gundisalvo5/status/1019339896048246785,"lo del #primeday de #amazonenlucha supongo que significa que pueden moler palos los trabajadores en #huelgaamazon en el mismo día"" con toda rapidez... encima en la misma puerta de su casa (de centro de trabajo). c""",0.0,0.0,1.0,0.0,neutral
2564,Yaris__omar,2018-07-18 03:25,1,1,Just saw this on Amazon: Seagate 2TB FireCuda Gaming SSHD (Solid Sta... by Seagate for $69.99 https:// amzn.to/2mstkkd via @amazon #PrimeDay #RAW #WorldEmojiDay #AmazonPrimeDay #Amazon #AmazonPrimeDaySale #PrimeDay2018 #gaming #Fortnite #FiersdetreBleus #F1 #tech,,@amazon,#PrimeDay #RAW #WorldEmojiDay #AmazonPrimeDay #Amazon #AmazonPrimeDaySale #PrimeDay2018 #gaming #Fortnite #FiersdetreBleus #F1 #tech,1019339867354955776,https://twitter.com/Yaris__omar/status/1019339867354955776,saw amazon: seagate tb firecuda gaming sshd (solid sta... seagate $69.99 via @amazon #primeday #raw #worldemojiday #amazonprimeday #amazon #amazonprimedaysale #primeday2018 #gaming #fortnite #fiersdetrebleus #f1 #tech,0.066,0.0,0.934,0.1779,neutral
2566,naos_naoos,2018-07-18 03:25,0,0,Mi día se arreglo gracias al #PrimeDay de @amazon pic.twitter.com/XdMG28JhpH,,@amazon,#PrimeDay,1019339817656692737,https://twitter.com/naos_naoos/status/1019339817656692737,mi día se arreglo gracias al #primeday de @amazon,0.0,0.0,1.0,0.0,neutral
2569,fimgergums,2018-07-18 03:25,0,4,AMAZON KEEPS GIVING ME #PRIMEDAY NOTIFICATIONS LMAOOO THE PROTEST IS MAKING THEM DESPERATE,,,#PRIMEDAY,1019339792298008576,https://twitter.com/fimgergums/status/1019339792298008576,amazon keeps giving #primeday notifications lmaooo protest making desperate,0.306,0.321,0.373,-0.0516,neutral
2572,Tabletop_Deals,2018-07-18 03:24,0,0,"Dremel Digilab 3D20 3D Printer, Idea Builder for Brand New Hobbyists and Tinkerers - 58% off for #PrimeDay #ad https:// amzn.to/2LsZyXM pic.twitter.com/UvkKjDZwmD",,,#PrimeDay #ad,1019339615570989063,https://twitter.com/Tabletop_Deals/status/1019339615570989063,"dremel digilab d20 printer, idea builder brand new hobbyists tinkerers - % #primeday #ad",0.0,0.0,1.0,0.0,neutral
2573,jvgranados_,2018-07-18 03:24,0,0,Este año he sido fuerte y no he entrado en Amazon por el #PrimeDay porque si no caía algo seguro,,,#PrimeDay,1019339592393162753,https://twitter.com/jvgranados_/status/1019339592393162753,este año sido fuerte entrado en amazon por el #primeday porque si caía algo seguro,0.108,0.0,0.892,0.1779,neutral
2574,johnny_hate,2018-07-18 03:24,0,1,"Ahí para los que tenemos Switch, nos puede interesar cc @crlsmrt @NRCTK @Sako_506 #PrimeDay https://www. amazon.com/SanDisk-Ultra- 400GB-Adapter-SDSQUAR-400G-GN6MA/dp/B073JYC4XM/?th=1 …",,@crlsmrt @NRCTK @Sako_506,#PrimeDay,1019339559606411264,https://twitter.com/johnny_hate/status/1019339559606411264,"ahí para los que tenemos switch, nos puede interesar cc @crlsmrt @nrctk @sako_506 #primeday . gb-adapter-sdsquar-400g-gn6ma/dp/b073jyc4xm/?th=1 …",0.0,0.0,1.0,0.0,neutral
2575,virtualpenny,2018-07-18 03:24,0,0,Last night I took advantage of #PrimeDay to finally order @tracyleiler 's book and pre-ordered @tiffani_bova 's new book. Calling it #birthdaypresents to/from myself. #booknerd #marketing https://www. amazon.com/dp/0525534407/ ref=cm_sw_r_tw_dp_U_x_OlLtBbM … … pic.twitter.com/aWAGTd3FaT,,@tracyleiler @tiffani_bova,#PrimeDay #birthdaypresents #booknerd #marketing,1019339539876405249,https://twitter.com/virtualpenny/status/1019339539876405249,last night took advantage #primeday finally order @tracyleiler 's book pre-ordered @tiffani_bova 's new book. calling #birthdaypresents to/from myself. #booknerd #marketing . ref=cm_sw_r_tw_dp_u_x_olltbbm … …,0.08,0.0,0.92,0.25,neutral
2578,spy_dot,2018-07-18 03:24,0,0,"Just spotted: @fitbit devices for $89, up to 70% off @SamsoniteUSA luggage, and $120 off a Roomba (you know you want one). https:// spy.com/2018/odds-ends /miscellaneous/amazon-prime-day-2018-best-sales-deals-discounts-126181/?utm_source=social&utm_medium=twitter&utm_campaign=spy-unpaid-tw … #PrimeDay",,@fitbit @SamsoniteUSA,#PrimeDay,1019339480577085440,https://twitter.com/spy_dot/status/1019339480577085440,"spotted: @fitbit devices $89, % @samsoniteusa luggage, $120 roomba (you know want one). /miscellaneous/amazon-prime-day-2018-best-sales-deals-discounts-126181/?utm_source=social&utm_medium=twitter&utm_campaign=spy-unpaid-tw … #primeday",0.085,0.0,0.915,0.0772,neutral
2581,httptoyota,2018-07-18 03:23,0,1,I got a curling wand for beach waves for $11 on #primeday !,,,#primeday,1019339380614422531,https://twitter.com/httptoyota/status/1019339380614422531,got curling wand beach waves $11 #primeday !,0.0,0.0,1.0,0.0,neutral
2582,JulioCamH,2018-07-18 03:23,1,1,"#PrimeDay #Verano2018 #LibrosRecomendados Un libro diferente, retorcido, romántico y divertido https://www. amazon.com.mx/dp/B07DVF5688/ ref=sr_1_1?s=digital-text&ie=UTF8&qid=1529445802&sr=1-1&keywords=lugares+comunes …",,,#PrimeDay #Verano2018 #LibrosRecomendados,1019339240147169285,https://twitter.com/JulioCamH/status/1019339240147169285,"#primeday #verano2018 #librosrecomendados un libro diferente, retorcido, romántico divertido . ref=sr_1_1?s=digital-text&ie=utf8&qid=1529445802&sr=1-1&keywords=lugares+comunes …",0.0,0.0,1.0,0.0,neutral
2583,SwagGrabber,2018-07-18 03:23,0,0,Texsport Heavy Duty Barbecue Swivel Grill Only $22.46 (Was $54.99) #PrimeDay http:// dlvr.it/Qbtlkj pic.twitter.com/7fu2jFnR7q,,,#PrimeDay,1019339227782246400,https://twitter.com/SwagGrabber/status/1019339227782246400,texsport heavy duty barbecue swivel grill $22.46 (was $54.99) #primeday,0.0,0.0,1.0,0.0,neutral
2585,DeliciousLegs,2018-07-18 03:23,1,2,Linda tarde lluviosa #DiaMundialDelEmoji #DiadelEmoji #DiaDelTatuaje #NetaMeUrge #MascaBrothersEnClaro #BohemianRhapsody #DeliciousLegs #MisLindasPiernas #PrimeDay pic.twitter.com/shzHUywlWm,,,#DiaMundialDelEmoji #DiadelEmoji #DiaDelTatuaje #NetaMeUrge #MascaBrothersEnClaro #BohemianRhapsody #DeliciousLegs #MisLindasPiernas #PrimeDay,1019339216684290048,https://twitter.com/DeliciousLegs/status/1019339216684290048,linda tarde lluviosa #diamundialdelemoji #diadelemoji #diadeltatuaje #netameurge #mascabrothersenclaro #bohemianrhapsody #deliciouslegs #mislindaspiernas #primeday,0.0,0.0,1.0,0.0,neutral
2586,ReviewLego,2018-07-18 03:23,0,0,Últimas ofertas del #primeday en #juguetes ¡aprovecha! https:// comprarjuguete.com/lego-blog/amaz on-prime-day-2018/ …,,,#primeday #juguetes,1019339215069437953,https://twitter.com/ReviewLego/status/1019339215069437953,Últimas ofertas del #primeday en #juguetes ¡aprovecha! on-prime-day-2018/ …,0.0,0.0,1.0,0.0,neutral
2587,Yaris__omar,2018-07-18 03:23,1,2,"Check out this Amazon deal: Google WiFi system, 3-Pack - Router replaceme... by Google https:// amzn.to/2mss9Bw via @amazon On sale for $239 #lightingdeal #PrimeDay #RAW #ExtremeRules #AmazonPrimeDay #Amazon #AmazonPrimeDaySale #PrimeDay2018 #gaming #Fortnite #FiersdetreBleus",,@amazon,#lightingdeal #PrimeDay #RAW #ExtremeRules #AmazonPrimeDay #Amazon #AmazonPrimeDaySale #PrimeDay2018 #gaming #Fortnite #FiersdetreBleus,1019339209553870849,https://twitter.com/Yaris__omar/status/1019339209553870849,"check amazon deal: google wifi system, -pack - router replaceme... google via @amazon sale $239 #lightingdeal #primeday #raw #extremerules #amazonprimeday #amazon #amazonprimedaysale #primeday2018 #gaming #fortnite #fiersdetrebleus",0.066,0.0,0.934,0.1779,neutral
2588,ERLC,2018-07-18 03:22,3,4,Shopping for books on #PrimeDay ? Get $5 off any $20 book purchase with promo code PRIMEBOOKS18. Shop now: https:// amzn.to/2NkySsD pic.twitter.com/olQnMMj9BM,,,#PrimeDay,1019339191703035904,https://twitter.com/ERLC/status/1019339191703035904,shopping books #primeday ? get $5 $20 book purchase promo code primebooks18. shop now:,0.0,0.0,1.0,0.0,neutral
2589,HotWaxSystems,2018-07-18 03:22,0,2,"Amazon's #PrimeDay has been marred with another #retailtech failure. Ever thought of running your own marketplace, instead of remaining reliant on #Amazon ? If you want to create your own #ecommerce ecosystem that values your brand and your customer's needs, let's talk. #OFBiz",,,#PrimeDay #retailtech #Amazon #ecommerce #OFBiz,1019339190138429440,https://twitter.com/HotWaxSystems/status/1019339190138429440,"amazon's #primeday marred another #retailtech failure. ever thought running marketplace, instead remaining reliant #amazon ? want create #ecommerce ecosystem values brand customer's needs, let's talk. #ofbiz",0.246,0.107,0.647,0.3182,neutral
2590,LiveNoBS,2018-07-18 03:22,0,0,Gotta get down on #PrimeDay,,,#PrimeDay,1019339171180236800,https://twitter.com/LiveNoBS/status/1019339171180236800,gotta get #primeday,0.0,0.0,1.0,0.0,neutral
2591,Giannacl,2018-07-18 03:22,0,1,Esto es lindo… #PrimeDay #FirstReads pic.twitter.com/phX8IWM1ZQ,,,#PrimeDay #FirstReads,1019339120840146946,https://twitter.com/Giannacl/status/1019339120840146946,esto es lindo… #primeday #firstreads,0.0,0.0,1.0,0.0,neutral
2592,SolardiamondWF,2018-07-18 03:22,0,0,The sale is ON! http://www. amazon.com/solardiamond #primeday https://www. facebook.com/solardiamondFi lms/posts/1861154860593967 …,,,#primeday,1019339117975474176,https://twitter.com/SolardiamondWF/status/1019339117975474176,sale on! . #primeday . lms/posts/1861154860593967 …,0.0,0.0,1.0,0.0,neutral
2593,iMore,2018-07-18 03:22,1,2,Miss out on the first Instant Pot #PrimeDay deal? Here’s your chance for redemption! https://www. amazon.com/Instant-Pot-Ul tra-Programmable-Sterilizer/dp/B07588SJHN?tag=mbnx3-20&ascsubtag=UUthUdUnU10096 …,,,#PrimeDay,1019339100598472706,https://twitter.com/iMore/status/1019339100598472706,miss first instant pot #primeday deal? here’s chance redemption! . tra-programmable-sterilizer/dp/b07588sjhn?tag=mbnx3-20&ascsubtag=uuthudunu10096 …,0.2,0.121,0.679,0.2621,neutral
2595,GavinCCampbell,2018-07-18 03:22,0,2,@ianjq When you're a kid at heart but you also have adult tastes. #okkoletsbeheroes #HellsingUltimate #PrimeDay @ToonamiNews #anime pic.twitter.com/YSJKlz3uj4,,@ianjq @ToonamiNews,#okkoletsbeheroes #HellsingUltimate #PrimeDay #anime,1019339051554484225,https://twitter.com/GavinCCampbell/status/1019339051554484225,@ianjq kid heart also adult tastes. #okkoletsbeheroes #hellsingultimate #primeday @toonaminews #anime,0.0,0.0,1.0,0.0,neutral
2597,JandoPereo,2018-07-18 03:22,0,0,Ya mucha chingadera por hoy en el #primeday @amazonmex,,@amazonmex,#primeday,1019339034127200256,https://twitter.com/JandoPereo/status/1019339034127200256,ya mucha chingadera por hoy en el #primeday @amazonmex,0.0,0.0,1.0,0.0,neutral
2600,laptopmag,2018-07-18 03:21,0,0,One of the most affordable @acer laptops around just got more affordable. #PrimeDay https:// buff.ly/2Nocy19 pic.twitter.com/MVh17PgIG8,,@acer,#PrimeDay,1019338868850614275,https://twitter.com/laptopmag/status/1019338868850614275,one affordable @acer laptops around got affordable. #primeday 19 8,0.0,0.0,1.0,0.0,neutral
2601,DahgMahn,2018-07-18 03:21,8,1,"Now Available #FREE w/ #KindleUnlimited Through the Wildwood"" https://www. amazon.com/gp/product/B00 9A0Q5D2/ … #Kindle #IARTG #PrimeDay #BookBlast #RT""",,,#FREE #KindleUnlimited #Kindle #IARTG #PrimeDay #BookBlast #RT,1019338842720145408,https://twitter.com/DahgMahn/status/1019338842720145408,"available #free w/ #kindleunlimited wildwood"" . 00 a0q5d2/ … #kindle #iartg #primeday #bookblast #rt""",0.0,0.0,1.0,0.0,neutral
2602,Pixelania,2018-07-18 03:21,2,2,#PrimeDay #OfertaDestacada Solo por el día de hoy: Oferta Flash pocas unidades disponibles Memoria MicroSD 64 GB compatible con Nintendo Switch y celulares - 339 pesos https:// amzn.to/2ur2FJd pic.twitter.com/fFfVmdJcLj,,,#PrimeDay #OfertaDestacada,1019338823657050114,https://twitter.com/Pixelania/status/1019338823657050114,#primeday #ofertadestacada solo por el día de hoy: oferta flash pocas unidades disponibles memoria microsd gb compatible con nintendo switch celulares - pesos,0.0,0.0,1.0,0.0,neutral
2603,LXenius,2018-07-18 03:21,0,1,gekyme https:// youtu.be/Ry-9hhHCcvA lähteestä @YouTube #WorldEmojiDay #BohemianRhapsody #WorldCupFinal #PrimeDay #TreasonSummit #FRACRO #코코밥_1주년_축하해 #سحبة_احمد_موسى_على_النصر #AmazonEnLucha #TDF2018 #كرهني #925ers #FelizMartes #925ers #AHelpingHand #925ers #925ers #rap,,@YouTube,#WorldEmojiDay #BohemianRhapsody #WorldCupFinal #PrimeDay #TreasonSummit #FRACRO # # #AmazonEnLucha #TDF2018 # #925ers #FelizMartes #925ers #AHelpingHand #925ers #925ers #rap,1019338805390794755,https://twitter.com/LXenius/status/1019338805390794755,gekyme lähteestä @youtube #worldemojiday #bohemianrhapsody #worldcupfinal #primeday #treasonsummit #fracro #코코밥_1주년_축하해 #سحبة_احمد_موسى_على_النصر #amazonenlucha #tdf2018 #كرهني #925ers #felizmartes #925ers #ahelpinghand #925ers #925ers #rap,0.0,0.0,1.0,0.0,neutral
2605,shinmei_japan,2018-07-18 03:21,0,17,必見！ 拡散希望！ 10%オフ！ ワイヤレスイヤホン欲しくなってきた。 Jaybirdのイヤホン使ってます！おすすめですよ！ http:// aoptw.com/?c=10793_87579 #Jaybird #Amazon #PrimeDay,,,#Jaybird #Amazon #PrimeDay,1019338751904919552,https://twitter.com/shinmei_japan/status/1019338751904919552,必見！ 拡散希望！ %オフ！ ワイヤレスイヤホン欲しくなってきた。 jaybirdのイヤホン使ってます！おすすめですよ！ 9 #jaybird #amazon #primeday,0.0,0.0,1.0,0.0,neutral
2610,jonrdarc,2018-07-18 03:20,0,0,http://www. cgtvalencia.org/actualitat/201 80717/cgt-condena-la-violencia-policial-contra-la-plantilla-en-huelga-de-amazon/25817.html … #HuelgaAmazon #Amazon #BoicotAmazon #AmazonEnLucha #PrimeDay #ACAB,,,#HuelgaAmazon #Amazon #BoicotAmazon #AmazonEnLucha #PrimeDay #ACAB,1019338651057221633,https://twitter.com/jonrdarc/status/1019338651057221633,. 201 /cgt-condena-la-violencia-policial-contra-la-plantilla-en-huelga-de-amazon/25817.html … #huelgaamazon #amazon #boicotamazon #amazonenlucha #primeday #acab,0.0,0.0,1.0,0.0,neutral
2613,EFFiFoods,2018-07-18 03:20,0,0,"Say “Bye, bye, dairy!” & get your probiotics from Probiotic CareBar! 1 Day SALE: $10 off at Amazon right now #PrimeDay #Probiotics #plantbased #ProbioticCareBar https://www. amazon.com/gp/aw/d/B00L22 JEZ2/ref=mp_s_a_1_2_a_it?ie=UTF8&qid=1531863573&sr=8-2&keywords=probiotic+carebar&dpPl=1&dpID=41kV0-QLHKL&ref=plSrch … pic.twitter.com/FsLyZg8wC1",,,#PrimeDay #Probiotics #plantbased #ProbioticCareBar,1019338608870764544,https://twitter.com/EFFiFoods/status/1019338608870764544,"say “bye, bye, dairy!” & get probiotics probiotic carebar! day sale: $10 amazon right #primeday #probiotics #plantbased #probioticcarebar . 22 jez2/ref=mp_s_a_1_2_a_it?ie=utf8&qid=1531863573&sr=8-2&keywords=probiotic+carebar&dppl=1&dpid=41kv0-qlhkl&ref=plsrch … c1",0.102,0.0,0.898,0.3147,neutral
2617,IUGTIntPanama,2018-07-18 03:20,0,0,#QueNoSeTePase : 3 tips para aprovechar el #PrimeDay de @amazon desde tu negocio. http:// entm.ag/jxo pic.twitter.com/Y0hx8BrMP8,,@amazon,#QueNoSeTePase #PrimeDay,1019338483264053248,https://twitter.com/IUGTIntPanama/status/1019338483264053248,#quenosetepase : tips para aprovechar el #primeday de @amazon desde tu negocio. 8,0.0,0.0,1.0,0.0,neutral
2621,RearzInc,2018-07-18 03:19,0,1,Amazon Prime Day Deals are almost over head over to: http:// ow.ly/P2gD30kZZC3 Before it's to late! #diaperdeals #primedeals #primeday #adultdiapers #diapers #pacifiers #adultpacifiers #abdlproducts #abdlgoods #rearz #rearzinc #rearzdiapers #amazonprime #amazonprimeday,,,#diaperdeals #primedeals #primeday #adultdiapers #diapers #pacifiers #adultpacifiers #abdlproducts #abdlgoods #rearz #rearzinc #rearzdiapers #amazonprime #amazonprimeday,1019338292330934275,https://twitter.com/RearzInc/status/1019338292330934275,amazon prime day deals almost head to: late! #diaperdeals #primedeals #primeday #adultdiapers #diapers #pacifiers #adultpacifiers #abdlproducts #abdlgoods #rearz #rearzinc #rearzdiapers #amazonprime #amazonprimeday,0.087,0.0,0.913,0.2481,neutral
2623,WYMGame,2018-07-18 03:19,0,0,"Over 2,000,000 games sold around the globe! Today on #PrimeDay , ALL of our expansion packs are on sale for for $10.13 (22% off) here https:// buff.ly/2JkFyET pic.twitter.com/3x58BHTTep",,,#PrimeDay,1019338215751331841,https://twitter.com/WYMGame/status/1019338215751331841,",000,000 games sold around globe! today #primeday , expansion packs sale $10.13 (22% off)",0.0,0.0,1.0,0.0,neutral
2624,Serena,2018-07-18 03:18,1,2,The Serena Ehrlich Daily is out! https:// paper.li/serena?edition _id=306970d0-8a0b-11e8-a380-002590a5ba2d … Stories via @ludaniel @KelvinBeachumJr @haydenblack #primeday #worldemojiday,,@ludaniel @KelvinBeachumJr @haydenblack,#primeday #worldemojiday,1019338168590577664,https://twitter.com/Serena/status/1019338168590577664,serena ehrlich daily out! _id=306970d0-8a0b-11e8-a380-002590a5ba2d … stories via @ludaniel @kelvinbeachumjr @haydenblack #primeday #worldemojiday,0.0,0.0,1.0,0.0,neutral
2625,MurrayMonday,2018-07-18 03:18,0,0,#TreatYourself #PrimeDay pic.twitter.com/Q0h0uSRAbR,,,#TreatYourself #PrimeDay,1019338151515471873,https://twitter.com/MurrayMonday/status/1019338151515471873,#treatyourself #primeday,0.0,0.0,1.0,0.0,neutral
2626,SrgntBallistic,2018-07-18 03:18,0,3,Is that #JessicalBiel ? Amazon really does have everything! #PrimeDay pic.twitter.com/SATJSlxxKz,,,#JessicalBiel #PrimeDay,1019338147757481984,https://twitter.com/SrgntBallistic/status/1019338147757481984,#jessicalbiel ? amazon really everything! #primeday,0.332,0.0,0.668,0.2481,neutral
2632,AaronHagerman,2018-07-18 03:17,0,4,Update: I didn’t buy anything on #PrimeDay because @amazon would only serve me pictures of dogs,,@amazon,#PrimeDay,1019337891305218049,https://twitter.com/AaronHagerman/status/1019337891305218049,update: didn’t buy anything #primeday @amazon would serve pictures dogs,0.0,0.0,1.0,0.0,neutral
2636,EatSmartScales,2018-07-18 03:17,0,0,"Our Precision Premium Digital #BathroomScale is on #sale for $20.96! EatSmart's proprietary step on"" technology allows you to simply step onto the scale and in seconds you'll have an accurate readout to the nearest .2 lbs. https:// buff.ly/2uvn2ov #PrimeDay #AmazonPrimeDaySale""",,,#BathroomScale #sale #PrimeDay #AmazonPrimeDaySale,1019337702586667008,https://twitter.com/EatSmartScales/status/1019337702586667008,"precision premium digital #bathroomscale #sale $20.96! eatsmart's proprietary step on"" technology allows simply step onto scale seconds accurate readout nearest .2 lbs. #primeday #amazonprimedaysale""",0.0,0.0,1.0,0.0,neutral
2637,amazonfiretv,2018-07-18 03:16,7,4,Last Chance! #PrimeDay deals on Fire TV devices end tonight.,,,#PrimeDay,1019337639948718080,https://twitter.com/amazonfiretv/status/1019337639948718080,last chance! #primeday deals fire tv devices end tonight.,0.171,0.23,0.599,-0.1759,neutral
